Date,Open,High,Close
1/6/10,10564.72,10655.22,10573.68
1/5/10,10584.56,10647.14,10572.02
1/4/10,10430.69,10641.62,10583.96
12/31/09,10548.51,10578.74,10428.05
12/30/09,10544.36,10583.28,10548.51
12/29/09,10547.83,10605.65,10545.41
12/28/09,10517.91,10585.02,10547.08
12/24/09,10467.12,10541.26,10520.1
12/23/09,10464.32,10520.93,10466.44
12/22/09,10414.67,10511.56,10464.93
12/21/09,10330.1,10489.41,10414.14
12/18/09,10309.39,10412.55,10328.89
12/17/09,10439.99,10439.99,10308.26
12/16/09,10449.81,10552.75,10441.12
12/15/09,10499.31,10542.09,10452
12/14/09,10471.28,10566.88,10501.05
12/11/09,10403.41,10516.47,10471.5
12/10/09,10336,10479.06,10405.83
12/9/09,10282.85,10377.11,10337.05
12/8/09,10385.42,10385.42,10285.97
12/7/09,10386.86,10478.23,10390.11
12/4/09,10368.57,10549.04,10388.9
12/3/09,10455.63,10533.55,10366.15
12/2/09,10470.44,10537.63,10452.68
12/1/09,10343.82,10537.03,10471.58
11/30/09,10309.77,10394.34,10344.84
11/27/09,10452.23,10452.23,10309.92
11/25/09,10432.96,10513.6,10464.4
11/24/09,10451.25,10488.66,10433.71
11/23/09,10320.13,10524.4,10450.95
11/20/09,10327.91,10377.41,10318.16
11/19/09,10425.33,10425.33,10332.44
11/18/09,10426.27,10471.28,10426.31
11/17/09,10404.77,10465.76,10437.42
11/16/09,10267.53,10465.83,10406.96
11/13/09,10197.85,10332.29,10270.47
11/12/09,10289.82,10341.21,10197.47
11/11/09,10247.42,10357.38,10291.26
11/10/09,10223.01,10300.33,10246.97
11/9/09,10020.62,10248.93,10226.94
11/6/09,10001.35,10077.08,10023.42
11/5/09,9807.8,10043.75,10005.96
11/4/09,9767.3,9962.35,9802.14
11/3/09,9787.47,9844.84,9771.91
11/2/09,9712.13,9883.68,9789.44
10/30/09,9961.52,9980.19,9712.73
10/29/09,9762.91,9996.67,9962.58
10/28/09,9881.11,9940.89,9762.69
10/27/09,9868.34,9994.55,9882.17
10/26/09,9972.33,10107.99,9867.96
10/23/09,10099.9,10138.59,9972.18
10/22/09,9946.18,10133.08,10081.31
10/21/09,10038.84,10157.94,9949.36
10/20/09,10092.42,10157.26,10041.48
10/19/09,9996.67,10146.61,10092.19
10/16/09,10061.36,10072.62,9995.91
10/15/09,10014.88,10087.43,10062.94
10/14/09,9873.55,10064.98,10015.86
10/13/09,9883.98,9935.53,9871.06
10/12/09,9865.24,9978.07,9885.8
10/9/09,9786.04,9890.41,9864.94
10/8/09,9728.22,9872.5,9786.87
10/7/09,9725.69,9782.56,9725.58
10/6/09,9601.26,9793.37,9731.25
10/5/09,9488.73,9640.33,9599.75
10/2/09,9507.62,9571.71,9487.67
10/1/09,9711.6,9714.7,9509.28
9/30/09,9741.83,9817.17,9712.28
9/29/09,9789.74,9861.99,9742.2
9/28/09,9663.23,9861.39,9789.36
9/25/09,9706.68,9781.73,9665.19
9/24/09,9749.99,9836.82,9707.44
9/23/09,9830.63,9937.72,9748.55
9/22/09,9779.61,9890.71,9829.87
9/21/09,9818.61,9846.12,9778.86
9/18/09,9784.75,9898.57,9820.2
9/17/09,9789.82,9896.38,9783.92
9/16/09,9683.71,9837.05,9791.71
9/15/09,9626.42,9745.91,9683.41
9/14/09,9598.08,9662.1,9626.8
9/11/09,9625.44,9698.67,9605.41
9/10/09,9546.54,9666.55,9627.48
9/9/09,9496.59,9604.43,9547.22
9/8/09,9440.13,9564.45,9497.34
9/4/09,9345.36,9465.37,9441.27
9/3/09,9282.03,9350.27,9344.61
9/2/09,9306.21,9378.77,9280.67
9/1/09,9492.32,9573.67,9310.6
8/31/09,9542.91,9552.97,9496.28
8/28/09,9582.74,9666.71,9544.2
8/27/09,9541.63,9629.98,9580.63
8/26/09,9538.61,9613.65,9543.52
8/25/09,9509.21,9646.53,9539.29
8/24/09,9506.18,9625.89,9509.28
8/21/09,9347.86,9549.19,9505.96
8/20/09,9278.55,9385.72,9350.05
8/19/09,9208.68,9333.34,9279.16
8/18/09,9134.36,9262.08,9217.94
8/17/09,9313.85,9313.85,9135.34
8/14/09,9398.04,9425.17,9321.4
8/13/09,9362.29,9448.97,9398.19
8/12/09,9236.06,9442.47,9361.61
8/11/09,9334.33,9351.86,9241.45
8/10/09,9368.41,9420.56,9337.95
8/7/09,9258.45,9466.89,9370.07
8/6/09,9277.19,9378.01,9256.26
8/5/09,9315.36,9374.38,9280.97
8/4/09,9285.05,9370.3,9320.19
8/3/09,9173.65,9342.11,9286.56
7/31/09,9154.61,9264.65,9171.61
7/30/09,9072.84,9298.13,9154.46
7/29/09,9092.34,9141.23,9070.72
7/28/09,9106.92,9154.76,9096.72
7/27/09,9093.09,9154.23,9108.51
7/24/09,9066.11,9144.48,9093.24
7/23/09,8882.31,9143.05,9069.29
7/22/09,8912.39,8993.48,8881.26
7/21/09,8848.15,8991.07,8915.94
7/20/09,8746.05,8884.43,8848.15
7/17/09,8711.89,8797.97,8743.94
7/16/09,8612.66,8750.28,8711.82
7/15/09,8363.95,8643.04,8616.21
7/14/09,8331.37,8407.48,8359.49
7/13/09,8146.82,8348.08,8331.68
7/10/09,8182.49,8216.65,8146.52
7/9/09,8179.01,8273.48,8183.17
7/8/09,8157.02,8259.05,8178.41
7/7/09,8324.95,8355.48,8163.6
7/6/09,8279.3,8364.02,8324.87
7/2/09,8503,8503,8280.74
7/1/09,8447.53,8610.32,8504.06
6/30/09,8528.93,8584.17,8447
6/29/09,8440.13,8569.59,8529.38
6/26/09,8468.54,8509.73,8438.39
6/25/09,8299.25,8512.6,8472.4
6/24/09,8323.51,8456.83,8299.86
6/23/09,8340.44,8413.22,8322.91
6/22/09,8538.52,8538.52,8339.01
6/19/09,8556.96,8665.26,8539.73
6/18/09,8496.73,8634.28,8555.6
6/17/09,8504.36,8602.99,8497.18
6/16/09,8612.44,8688.69,8504.67
6/15/09,8798.5,8798.5,8612.13
6/12/09,8770.01,8850.95,8799.26
6/11/09,8736.23,8911.11,8770.92
6/10/09,8763.66,8871.36,8739.02
6/9/09,8764.83,8854.8,8763.06
6/8/09,8759.35,8832.13,8764.49
6/5/09,8751.75,8900.48,8763.13
6/4/09,8665.72,8802.59,8750.24
6/3/09,8740.07,8750.83,8675.24
6/2/09,8721.6,8832.16,8740.87
6/1/09,8501.53,8797.58,8721.44
5/29/09,8404.04,8541.27,8500.33
5/28/09,8300.5,8463.7,8403.8
5/27/09,8473.65,8534.66,8300.02
5/26/09,8275.33,8523.59,8473.49
5/22/09,8292.21,8415.75,8277.32
5/21/09,8416.07,8416.07,8292.13
5/20/09,8471.82,8645.85,8422.04
5/19/09,8502.48,8594.16,8474.85
5/18/09,8270.15,8534.66,8504.08
5/15/09,8326.22,8422.28,8268.64
5/14/09,8285.92,8427.93,8331.32
5/13/09,8461.8,8461.8,8284.89
5/12/09,8419.17,8574.88,8469.11
5/11/09,8569.23,8569.23,8418.77
5/8/09,8410.73,8657.96,8574.65
5/7/09,8513.56,8651.51,8409.85
5/6/09,8403.48,8608.26,8512.28
5/5/09,8425.55,8520.8,8410.65
5/4/09,8213.6,8488.87,8426.74
5/1/09,8167.41,8278.28,8212.41
4/30/09,8188.51,8383.81,8168.12
4/29/09,8018.31,8278.12,8185.73
4/28/09,8023.56,8136.74,8016.95
4/27/09,8073.82,8152.27,8025
4/24/09,7957.45,8182.3,8076.29
4/23/09,7886.81,8015.36,7957.06
4/22/09,7964.78,8111.02,7886.57
4/21/09,7841.73,8027.54,7969.56
4/20/09,8128.94,8128.94,7841.73
4/17/09,8125.43,8251.2,8131.33
4/16/09,8029.14,8201.81,8125.43
4/15/09,7914.92,8069.92,8029.62
4/14/09,8057.41,8076.05,7920.18
4/13/09,8082.02,8146.86,8057.81
4/9/09,7839.89,8150.44,8083.38
4/8/09,7788.68,7925.36,7837.11
4/7/09,7968.92,7968.92,7789.56
4/6/09,8016.16,8037.42,7975.85
4/3/09,7980.63,8090.71,8017.59
4/2/09,7763.99,8129.33,7978.08
4/1/09,7606.13,7804.77,7761.6
3/31/09,7523.77,7744.24,7608.92
3/30/09,7773.31,7773.31,7522.02
3/27/09,7922.57,7922.57,7776.18
3/26/09,7752.36,7969,7924.56
3/25/09,7659.81,7897.48,7749.81
3/24/09,7773.47,7837.11,7660.21
3/23/09,7279.25,7789.24,7775.86
3/20/09,7402.31,7524.81,7278.38
3/19/09,7489.68,7624.45,7400.8
3/18/09,7395.7,7592.03,7486.58
3/17/09,7218,7407.41,7395.7
3/16/09,7225.33,7428.75,7216.97
3/13/09,7219.2,7241.98,7223.98
3/12/09,6932.39,7198.25,7170.06
3/11/09,6923.13,7078.22,6930.4
3/10/09,6547.01,6951.5,6926.49
3/9/09,6625.74,6758.44,6547.05
3/6/09,6595.16,6776.44,6626.94
3/5/09,6874.01,6874.01,6594.44
3/4/09,6726.5,7012.19,6875.84
3/3/09,6764.81,6922.59,6726.02
3/2/09,7056.48,7056.48,6763.29
2/27/09,7180.97,7244.61,7062.93
2/26/09,7269.06,7451.13,7182.08
2/25/09,7349.58,7442.13,7270.89
2/24/09,7115.34,7396.34,7350.94
2/23/09,7365.99,7477.1,7114.78
2/20/09,7461.49,7500.44,7365.67
2/19/09,7555.23,7679.01,7465.95
2/18/09,7546.35,7661.56,7555.63
2/17/09,7845.63,7845.63,7552.6
2/13/09,7933,8005.96,7850.41
2/12/09,7931.97,7956.02,7932.76
2/11/09,7887.05,8042.36,7939.53
2/10/09,8269.36,8293.17,7888.88
2/9/09,8281.38,8376.56,8270.87
2/6/09,8056.38,8360.07,8280.59
2/5/09,7954.83,8138.65,8063.07
2/4/09,8070.32,8197.04,7956.66
2/3/09,7936.99,8157.13,8078.36
2/2/09,8000.62,8053.43,7936.83
1/30/09,8149.01,8243.95,8000.86
1/29/09,8373.06,8373.06,8149.01
1/28/09,8175.93,8446.33,8375.45
1/27/09,8117.39,8264.1,8174.73
1/26/09,8078.04,8278.12,8116.03
1/23/09,8108.79,8187.88,8077.56
1/22/09,8224.43,8239.33,8122.8
1/21/09,7949.17,8286.4,8228.1
1/20/09,8279.63,8309.02,7949.09
1/16/09,8215.67,8424.59,8281.22
1/15/09,8196.24,8326.06,8212.49
1/14/09,8446.01,8446.01,8200.14
1/13/09,8474.61,8584.68,8448.56
1/12/09,8599.26,8653.97,8473.97
1/9/09,8738.8,8800.45,8599.18
1/8/09,8769.94,8807.14,8742.46
1/7/09,8996.94,8996.94,8769.7
1/6/09,8954.57,9175.19,9015.1
1/5/09,9027.13,9093.47,8952.89
1/2/09,8772.25,9080.57,9034.69
12/31/08,8666.48,8862.65,8776.39
12/30/08,8487.51,8700.89,8668.39
12/29/08,8515.87,8575.6,8483.93
12/26/08,8468.71,8581.58,8515.55
12/24/08,8428.17,8498.26,8468.48
12/23/08,8518.65,8647.6,8419.49
12/22/08,8573.37,8672.06,8519.69
12/19/08,8606.5,8823.78,8579.11
12/18/08,8823.94,8946.36,8604.99
12/17/08,8921.91,9001.96,8824.34
12/16/08,8565.65,8985.63,8924.14
12/15/08,8628.81,8738.4,8564.53
12/12/08,8563.1,8705.43,8629.68
12/11/08,8750.13,8861.86,8565.09
12/10/08,8693,8942.46,8761.42
12/9/08,8934.1,8978.14,8691.33
12/8/08,8637.65,9151.61,8934.18
12/5/08,8376.08,8722.47,8635.42
12/4/08,8587.07,8705.98,8376.24
12/3/08,8409.14,8654.77,8591.69
12/2/08,8153.75,8490.62,8419.09
12/1/08,8826.89,8826.89,8149.09
11/28/08,8690.24,8840.33,8829.04
11/26/08,8464.49,8760.46,8726.61
11/25/08,8445.14,8682.09,8479.47
11/24/08,8048.09,8624.27,8443.39
11/21/08,7552.37,8121.45,8046.42
11/20/08,7995.53,8224.35,7552.29
11/19/08,8420.69,8534.34,7997.28
11/18/08,8273.34,8540.08,8424.75
11/17/08,8494.84,8596.31,8273.58
11/14/08,8822.19,8980.93,8497.31
11/13/08,8281.14,8898.41,8835.25
11/12/08,8684.52,8684.52,8282.66
11/11/08,8864.32,8892.2,8693.96
11/10/08,8946.6,9212.94,8870.54
11/7/08,8696.03,9032.54,8943.81
11/6/08,9134.01,9216.37,8695.79
11/5/08,9616.6,9628.15,9139.27
11/4/08,9323.89,9711.46,9625.28
11/3/08,9326.04,9488.92,9319.83
10/31/08,9179.09,9498.48,9325.01
10/30/08,9004.66,9380.36,9180.69
10/29/08,9062.33,9405.05,8990.96
10/28/08,8178.72,9112.51,9065.12
10/27/08,8375.92,8639.64,8175.77
10/24/08,8683.21,8683.21,8378.95
10/23/08,8519.77,8864.48,8691.25
10/22/08,9027.84,9027.84,8519.21
10/21/08,9179.11,9293.07,9045.21
10/20/08,8852.3,9305.89,9265.43
10/17/08,8975.35,9304.38,8852.22
10/16/08,8577.04,9073.64,8979.26
10/15/08,9301.91,9301.91,8577.91
10/14/08,9388.97,9924.28,9310.99
10/13/08,8462.42,9501.91,9387.61
10/10/08,8568.67,8989.13,8451.19
10/9/08,9261.69,9522.77,8579.19
10/8/08,9437.23,9778.04,9258.1
10/7/08,9955.42,10205.04,9447.11
10/6/08,10322.52,10322.52,9955.5
10/3/08,10483.96,10844.69,10325.38
10/2/08,10825.54,10843.1,10482.85
10/1/08,10847.4,11022.06,10831.07
9/30/08,10371.58,10922.03,10850.66
9/29/08,11139.62,11139.62,10365.45
9/26/08,11019.04,11218.48,11143.13
9/25/08,10827.17,11206.05,11022.06
9/24/08,10850.02,11041.02,10825.17
9/23/08,11015.69,11214.65,10854.17
9/22/08,11394.42,11450.81,11015.69
9/19/08,11027.51,11415.48,11388.44
9/18/08,10609.01,11149.07,11019.69
9/17/08,11056.58,11068.87,10609.66
9/16/08,10905.62,11193.12,11059.02
9/15/08,11416.37,11416.37,10917.51
9/12/08,11429.32,11532.72,11421.99
9/11/08,11264.44,11461.15,11433.71
9/10/08,11233.91,11453.5,11268.92
9/9/08,11514.73,11623.5,11230.73
9/8/08,11224.87,11656.64,11510.74
9/5/08,11185.63,11301.73,11220.96
9/4/08,11532.48,11532.48,11188.23
9/3/08,11506.01,11629.69,11532.88
9/2/08,11545.63,11831.29,11516.92
8/29/08,11713.23,11730.49,11543.55
8/28/08,11499.87,11756.46,11715.18
8/27/08,11412.46,11575.14,11502.51
8/26/08,11383.56,11483.62,11412.87
8/25/08,11626.19,11626.19,11386.25
8/22/08,11426.79,11684,11628.06
8/21/08,11415.23,11501.29,11430.21
8/20/08,11345.94,11511.06,11417.43
8/19/08,11478.09,11501.45,11348.55
8/18/08,11659.65,11744.49,11479.39
8/15/08,11611.21,11776.41,11659.9
8/14/08,11532.07,11744.33,11615.93
8/13/08,11632.81,11689.05,11532.96
8/12/08,11781.7,11830.39,11642.47
8/11/08,11729.67,11933.55,11782.35
8/8/08,11432.09,11808.49,11734.32
8/7/08,11655.42,11680.5,11431.43
8/6/08,11603.64,11745.71,11656.07
8/5/08,11286.02,11652.24,11615.77
8/4/08,11326.32,11449.67,11284.15
8/1/08,11379.89,11512.61,11326.32
7/31/08,11577.99,11631.16,11378.02
7/30/08,11397.56,11681.47,11583.69
7/29/08,11133.44,11444.05,11397.56
7/28/08,11369.47,11439.25,11131.08
7/25/08,11341.14,11540.78,11370.69
7/24/08,11630.34,11714.21,11349.28
7/23/08,11603.39,11820.21,11632.38
7/22/08,11457.9,11692.79,11602.5
7/21/08,11495.02,11663.4,11467.34
7/18/08,11436.56,11599.57,11496.57
7/17/08,11238.39,11538.5,11446.66
7/16/08,10961.89,11308.41,11239.28
7/15/08,11050.8,11201.67,10962.54
7/14/08,11103.64,11299.7,11055.19
7/11/08,11226.17,11292.04,11100.54
7/10/08,11148.01,11351.24,11229.02
7/9/08,11381.93,11505.12,11147.44
7/8/08,11225.03,11459.52,11384.21
7/7/08,11289.19,11477.52,11231.96
7/3/08,11297.33,11336.49,11288.53
7/2/08,11382.34,11510.41,11215.51
7/1/08,11344.64,11465.79,11382.26
6/30/08,11345.7,11504.55,11350.01
6/27/08,11452.85,11556.33,11346.51
6/26/08,11808.57,11808.57,11453.42
6/25/08,11805.31,12008.7,11811.83
6/24/08,11842.36,11962.37,11807.43
6/23/08,11843.83,11986.96,11842.36
6/20/08,12062.19,12078.23,11842.69
6/19/08,12022.54,12188.31,12063.09
6/18/08,12158.68,12212.33,12029.06
6/17/08,12269.65,12378.67,12160.3
6/16/08,12306.86,12381.44,12269.08
6/13/08,12144.59,12376.72,12307.35
6/12/08,12089.63,12337.72,12141.58
6/11/08,12286.34,12317.2,12083.77
6/10/08,12277.71,12425.98,12289.76
6/9/08,12210.13,12406.36,12280.32
6/6/08,12602.74,12602.74,12209.81
6/5/08,12388.81,12652.81,12604.45
6/4/08,12391.86,12540.37,12390.48
6/3/08,12503.2,12620.98,12402.85
6/2/08,12637.67,12645.4,12503.82
5/30/08,12647.36,12750.84,12638.32
5/29/08,12593.87,12760.21,12646.22
5/28/08,12542.9,12693.77,12594.03
5/27/08,12479.63,12626.84,12548.35
5/23/08,12620.9,12637.43,12479.63
5/22/08,12597.69,12743.68,12625.62
5/21/08,12824.94,12926.71,12601.19
5/20/08,13026.04,13026.04,12828.68
5/19/08,12985.41,13170.97,13028.16
5/16/08,12992.74,13069.52,12986.8
5/15/08,12891.29,13028.16,12992.66
5/14/08,12825.12,13037.44,12898.38
5/13/08,12872.08,12957.65,12832.18
5/12/08,12768.38,12903.33,12876.05
5/9/08,12860.68,12871.75,12745.88
5/8/08,12814.84,12965.95,12866.78
5/7/08,13010.82,13097.77,12814.35
5/6/08,12968.89,13071.07,13020.83
5/5/08,13056.57,13105.75,12969.54
5/2/08,13012.53,13191.49,13058.2
5/1/08,12818.34,13079.94,13010
4/30/08,12831.45,13052.91,12820.13
4/29/08,12870.37,12970.27,12831.94
4/28/08,12890.76,13015.62,12871.75
4/25/08,12848.38,12987.29,12891.86
4/24/08,12764.68,12979.88,12848.95
4/23/08,12721.45,12883.8,12763.22
4/22/08,12825.02,12870.86,12720.23
4/21/08,12850.91,12902.69,12825.02
4/18/08,12626.76,12965.47,12849.36
4/17/08,12617.4,12725.93,12620.49
4/16/08,12371.51,12670.56,12619.27
4/15/08,12303.6,12459.36,12362.47
4/14/08,12324.77,12430.86,12302.06
4/11/08,12579.78,12579.78,12325.42
4/10/08,12526.78,12705.9,12581.98
4/9/08,12574.65,12686.93,12527.26
4/8/08,12602.66,12664.38,12576.44
4/7/08,12612.59,12786.83,12612.43
4/4/08,12626.35,12738.3,12609.42
4/3/08,12604.69,12734.97,12626.03
4/2/08,12651.67,12790.28,12608.92
4/1/08,12266.64,12693.93,12654.36
3/31/08,12215.92,12384.84,12262.89
3/28/08,12303.92,12441.67,12216.4
3/27/08,12421.88,12528.13,12302.46
3/26/08,12531.79,12531.79,12422.86
3/25/08,12547.34,12639.82,12532.6
3/24/08,12361.97,12687.61,12548.64
3/20/08,12102.43,12434.34,12361.32
3/19/08,12391.52,12525.19,12099.66
3/18/08,11975.92,12411.63,12392.66
3/17/08,11946.45,12119.69,11972.25
3/14/08,12146.39,12249.86,11951.09
3/13/08,12096.49,12242.29,12145.74
3/12/08,12148.61,12360.58,12110.24
3/11/08,11741.33,12205.98,12156.81
3/10/08,11893.04,11993.75,11740.15
3/7/08,12039.09,12131.33,11893.69
3/6/08,12254.59,12267.86,12040.39
3/5/08,12204.93,12392.74,12254.99
3/4/08,12259.14,12291.22,12213.8
3/3/08,12264.36,12344.71,12258.9
2/29/08,12579.58,12579.58,12266.39
2/28/08,12689.28,12713.99,12582.18
2/27/08,12683.54,12815.59,12694.28
2/26/08,12569.48,12771.14,12684.92
2/25/08,12380.77,12612.47,12570.22
2/22/08,12281.09,12429.05,12381.02
2/21/08,12426.85,12545.79,12284.3
2/20/08,12333.31,12489.29,12427.26
2/19/08,12349.59,12571.11,12337.22
2/15/08,12376.66,12441.2,12348.21
2/14/08,12551.51,12611.26,12376.98
2/13/08,12368.12,12627.76,12552.24
2/12/08,12241.56,12524.12,12373.41
2/11/08,12181.89,12332.76,12240.01
2/8/08,12248.47,12330.97,12182.13
2/7/08,12196.2,12366.99,12247
2/6/08,12257.25,12436.33,12200.1
2/5/08,12631.85,12631.85,12265.13
2/4/08,12743.11,12810.34,12635.16
2/1/08,12638.17,12841.88,12743.19
1/31/08,12438.28,12734.74,12650.36
1/30/08,12480.14,12715.96,12442.83
1/29/08,12385.19,12604.92,12480.3
1/28/08,12205.71,12423.81,12383.89
1/25/08,12391.7,12590.69,12207.17
1/24/08,12272.69,12522.82,12378.61
1/23/08,11969.08,12339.1,12270.17
1/22/08,12092.72,12167.42,11971.19
1/18/08,12159.94,12441.85,12099.3
1/17/08,12467.05,12597.85,12159.21
1/16/08,12476.81,12699.05,12466.16
1/15/08,12777.5,12777.5,12501.11
1/14/08,12613.78,12866.1,12778.15
1/11/08,12850.74,12863.34,12606.3
1/10/08,12733.11,12931.29,12853.09
1/9/08,12590.21,12814.97,12735.31
1/8/08,12820.9,12998.11,12589.07
1/7/08,12801.15,12984.95,12827.49
1/4/08,13046.56,13049.65,12800.18
1/3/08,13044.12,13197.43,13056.72
1/2/08,13261.82,13338.23,13043.96
12/31/07,13364.16,13423.91,13264.82
12/28/07,13361.23,13494.3,13365.87
12/27/07,13549.17,13551.53,13359.61
12/26/07,13547.95,13614.53,13551.69
12/24/07,13487.12,13562.72,13550.04
12/21/07,13241.66,13518.2,13450.65
12/20/07,13206.46,13354,13245.64
12/19/07,13231.98,13368.79,13207.27
12/18/07,13168.66,13346.84,13232.47
12/17/07,13339.2,13378.38,13167.2
12/14/07,13515.11,13557.54,13339.85
12/13/07,13473.98,13586.73,13517.96
12/12/07,13434.8,13778.98,13473.9
12/11/07,13726.87,13850.92,13432.77
12/10/07,13623.55,13807.02,13727.03
12/7/07,13618.27,13744.02,13625.58
12/6/07,13445.85,13652.49,13619.89
12/5/07,13244.01,13513,13444.96
12/4/07,13311.24,13395.21,13248.73
12/3/07,13368.22,13490.24,13314.57
11/30/07,13314.25,13570.31,13371.72
11/29/07,13287.91,13399.03,13311.73
11/28/07,12958.04,13353.51,13289.45
11/27/07,12744.78,13040.38,12958.44
11/26/07,12979.99,13104.44,12743.44
11/23/07,12889.45,12981.56,12980.88
11/21/07,13006.65,13055.59,12799.04
11/20/07,12955.92,13179.23,13010.14
11/19/07,13176.3,13195.48,12958.44
11/16/07,13109.48,13293.44,13176.79
11/15/07,13230.68,13333.59,13110.05
11/14/07,13305.47,13465.2,13231.01
11/13/07,12975.11,13357.57,13307.09
11/12/07,13039.16,13238.73,12987.55
11/9/07,13261.17,13321.81,13042.74
11/8/07,13299.7,13463.66,13266.29
11/7/07,13646.72,13646.72,13300.02
11/6/07,13542.34,13716.55,13660.94
11/5/07,13592.58,13666.15,13543.4
11/2/07,13569.9,13708.58,13595.1
11/1/07,13924.16,13924.16,13567.87
10/31/07,13792.06,13990.65,13930.01
10/30/07,13869.04,13930.91,13792.47
10/29/07,13807.35,13966.18,13870.26
10/26/07,13675.66,13885.95,13806.7
10/25/07,13677.85,13819.78,13671.92
10/24/07,13675.58,13751.5,13675.25
10/23/07,13568.93,13754.91,13676.23
10/22/07,13521.62,13636.8,13566.97
10/19/07,13888.47,13888.47,13522.02
10/18/07,13887.9,13984.39,13888.96
10/17/07,13920.66,14075.84,13892.54
10/16/07,13986.34,14061.37,13912.94
10/15/07,14092.43,14157.38,13984.8
10/12/07,14016.34,14168.51,14093.08
10/11/07,14079.1,14279.96,14015.12
10/10/07,14165.02,14225.66,14078.69
10/9/07,14043.73,14198.83,14164.53
10/8/07,14065.36,14134.05,14043.73
10/5/07,13969.07,14169.49,14066.01
10/4/07,13967.89,14074.54,13974.31
10/3/07,14038.86,14090.48,13968.05
10/2/07,14087.14,14166.16,14047.31
10/1/07,13895.71,14147.3,14087.55
9/28/07,13912.94,13994.64,13895.63
9/27/07,13879.53,13991.63,13912.94
9/26/07,13779.3,13962.61,13878.15
9/25/07,13757.84,13847.1,13778.65
9/24/07,13821.57,13930.74,13759.06
9/21/07,13768.33,13948.95,13820.19
9/20/07,13813.52,13893.02,13766.7
9/19/07,13740.61,13936.68,13815.56
9/18/07,13403.18,13772.15,13739.39
9/17/07,13441.95,13514.71,13403.42
9/14/07,13421.39,13507.55,13442.52
9/13/07,13292.38,13519.91,13424.88
9/12/07,13298.31,13408.62,13291.65
9/11/07,13129.4,13369.77,13308.39
9/10/07,13116.39,13280.67,13127.85
9/7/07,13360.74,13360.74,13113.38
9/6/07,13306.44,13464.79,13363.35
9/5/07,13442.85,13442.85,13305.47
9/4/07,13358.39,13521.86,13448.86
8/31/07,13240.84,13472.35,13357.74
8/30/07,13287.91,13355.46,13238.73
8/29/07,13043.07,13336.93,13289.29
8/28/07,13318.43,13319.61,13041.85
8/27/07,13377.16,13438.46,13322.13
8/24/07,13231.78,13402.2,13378.87
8/23/07,13237.27,13358.22,13235.88
8/22/07,13088.26,13304.33,13236.13
8/21/07,13120.05,13228.57,13090.86
8/20/07,13078.51,13245.8,13121.35
8/17/07,12848.05,13289.7,13079.08
8/16/07,12859.52,12996.73,12845.78
8/15/07,13021.93,13184.51,12861.47
8/14/07,13235.72,13309.04,13028.92
8/13/07,13238.24,13440.08,13236.53
8/10/07,13270.59,13386.43,13239.54
8/9/07,13652.33,13675.66,13270.68
8/8/07,13497.23,13769.63,13657.86
8/7/07,13467.72,13635.09,13504.3
8/6/07,13183.13,13501.86,13468.78
8/3/07,13462.25,13539.5,13181.91
8/2/07,13357.82,13547.47,13463.33
8/1/07,13211.09,13431.06,13362.37
7/31/07,13360.66,13579.41,13211.99
7/30/07,13266.21,13445.12,13358.31
7/27/07,13472.68,13589.17,13265.47
7/26/07,13783.12,13793.61,13473.57
7/25/07,13718.25,13919.77,13785.07
7/24/07,13940.9,13967.65,13716.95
7/23/07,13851.73,14039.59,13943.42
7/20/07,14000.73,14039.67,13851.08
7/19/07,13918.79,14121.04,14000.41
7/18/07,13955.05,14020.89,13918.22
7/17/07,13951.96,14095.6,13971.55
7/16/07,13907.09,14053.57,13950.98
7/13/07,13859.86,13982.93,13907.25
7/12/07,13579.33,13889.45,13861.73
7/11/07,13500.4,13638.75,13577.87
7/10/07,13648.59,13685.9,13501.7
7/9/07,13612.66,13739.06,13649.97
7/6/07,13559.01,13670.46,13611.68
7/5/07,13576.24,13637.78,13565.84
7/3/07,13556.87,13592.07,13577.3
7/2/07,13409.6,13586.97,13535.43
6/29/07,13422.61,13556.16,13408.62
6/28/07,13427.48,13537.47,13422.28
6/27/07,13336.93,13455.36,13427.73
6/26/07,13352.37,13491.7,13337.66
6/25/07,13360.09,13519.34,13352.05
6/22/07,13545.03,13564.13,13360.26
6/21/07,13486.66,13596.56,13545.84
6/20/07,13636.56,13735.08,13489.42
6/19/07,13611.68,13705.41,13635.42
6/18/07,13639,13720.29,13612.98
6/15/07,13556.65,13741.18,13639.48
6/14/07,13482.43,13622.66,13553.73
6/13/07,13287.62,13502.76,13482.35
6/12/07,13424.39,13474.12,13295.01
6/11/07,13423.74,13519.88,13424.96
6/8/07,13267.14,13445.19,13424.39
6/7/07,13463.48,13517.85,13266.73
6/6/07,13590.66,13606.75,13465.67
6/5/07,13673.19,13689.4,13595.46
6/4/07,13667.21,13723.37,13676.32
6/1/07,13628.69,13756.69,13668.11
5/31/07,13633,13718.82,13627.64
5/30/07,13517.89,13650.64,13633.08
5/29/07,13507.28,13603.26,13521.34
5/25/07,13441.94,13571.48,13507.28
5/24/07,13522.6,13645.52,13441.13
5/23/07,13540.84,13648.69,13525.65
5/22/07,13544.99,13632.03,13539.95
5/21/07,13556.53,13636.98,13542.88
5/18/07,13476.4,13611.95,13556.53
5/17/07,13486.96,13558.24,13476.72
5/16/07,13374.13,13526.54,13487.53
